title,score,director,genre
a prince for christmas,3.530701754385965,fred olen ray,"comedy, romance"
a princess for christmas,3.529017857142857,michael damian,"children & family movies, dramas, romantic movies"
a private war,3.6078629032258065,matthew heineman,"dramas, independent movies"
a promise to astrid,3.462845010615711,gary lee vincent,"drama, special interest"
a promise to my father,3.4918533604887982,tim gray,documentary
a queen is born,3.4639065817409764,carla barros,"international tv shows, reality tv"
a quiet heart,3.509513742071882,eitan anner,drama
a rainy day in new york,3.562626262626263,woody allen,"comedy, romance"
a reckoning,3.5384615384615383,justin lee,"suspense, western"
a refuge of last resort,3.4373776908023483,james bills,"documentary, drama"
a remarkable tale,3.59297520661157,marina seresesky,"comedies, international movies"
a ring of endless light,3.519148936170213,greg beeman,"coming of age, drama, romance"
a room full of nothing,3.518478260869565,"duncan coe, elena weinberg","comedy, science fiction"
a royal night out,3.4669421487603307,julian jarrold,"comedy, drama"
a russell peters christmas,3.524945770065076,henry sarwer-foner,stand-up comedy
a scandall,3.526595744680851,ishaan trivedi,"international movies, thrillers"
a second chance,3.6196754563894524,grayson stroud,comedy
a second chance:  rivals!,3.4712153518123667,clay glen,"children & family movies, sports movies"
a secret love,3.573529411764706,chris bolan,"documentaries, lgbtq movies"
a separation,3.5383838383838384,asghar farhadi,"dramas, international movies"
a serious man,3.5042462845010616,"ethan coen, joel coen","comedies, independent movies"
a shaun the sheep movie: farmageddon,3.4566160520607374,"richard phelan, will becher","children & family movies, comedies"
a sierra nevada gunfight,3.61587982832618,vernon e. mortensen,western
a silent voice,3.5335429769392035,naoko yamada,"anime features, international movies"
a single man,3.5326315789473686,tom ford,"dramas, independent movies, lgbtq movies"
a social cure,3.5255905511811023,meissa hampton,"documentary, lgbtq, special interest"
a song is born,3.4851063829787234,howard hawks,"arts, entertainment, and culture, comedy"
a sort of family,3.5751633986928106,diego lerman,"dramas, international movies, thrillers"
a sort of homecoming,3.4716981132075473,maria burton,"dramas, independent movies"
a spark in nothing,3.5733333333333333,griffin loch,romance
a spark story,3.537974683544304,"jason sterman, leanne dare",documentary
a state of mind,3.60337972166998,mike  berry,"drama, special interest"
a stone in the water,3.5415162454873648,daniel cohen,"horror, suspense"
a stoning in fulham county,3.521097046413502,larry elikann,dramas
a stormy night,3.521784232365145,david moragas,"drama, lgbtq"
a storybots christmas,3.443227091633466,"evan spiridellis, jeff gill","children & family movies, comedies"
a storybots space adventure,3.5137420718816066,david a. vargas,children & family movies
a sun,3.512958963282937,chung mong-hong,"dramas, independent movies, international movies"
a sunburnt christmas,3.400428265524625,christiaan van vuuren,comedy
a sweetest kiss,3.523206751054852,nguyen nguyen,"drama, lgbtq"
a tale of love and darkness,3.4903660886319847,natalie portman,"dramas, international movies"
a tale of two bunnies,3.5707865168539326,randall miller,"comedy, drama"
a tale of two critters,3.4196787148594376,jack speirs,"animals & nature, family"
a tale of two kitchens,3.5515151515151517,trisha ziff,"documentaries, international movies"
a talent for the game,3.5643153526970957,robert m. young,drama
a taste of jupiter,3.621782178217822,derek diorio,comedy
a taxi driver,3.5210084033613445,jang hoon,"action, drama, suspense"
a thin line between love & hate,3.5401234567901234,martin lawrence,"comedies, romantic movies"
a thousand junkies,3.524390243902439,tommy swerdlow,"comedy, drama"
a thousand things i'd do for you,3.6087866108786613,dídac cervera,"comedy, romance"
a thousand words,3.5205949656750573,brian robbins,comedies
a thousand years of good prayers,3.4978991596638656,wayne wang,"drama, romance"
a time for heaven,3.5480392156862743,"craig mcmahon, auturo gavino",drama
a tour through hawaii,3.5342465753424657,mark knight,special interest
a trash truck christmas,3.5570264765784114,eddie rosas,children & family movies
a trip through lake tahoe,3.550196850393701,mark knight,special interest
a trip through the world's greatest cities,3.6216494845360825,mark knight,"arthouse, special interest"
a trip to jamaica,3.533049040511727,robert o. peters,"comedies, international movies"
a trip under the sea,3.4775641025641026,mark knight,special interest
a truthful mother,3.5434782608695654,ravishankar venkateswaran,children & family movies
"a turma do sextou - a princesa , o sapo e a escolinha",3.5318275154004106,"lygia beatriz, jean chambre",animation
a turma do sextou - a tv ideal,3.502155172413793,"jean chambre, lygia beatriz","animation, comedy"
a turtle's tale 2: sammy's escape from paradise,3.61784140969163,"ben stassen, vincent kesteloot","animation, kids"
a turtle's tale: sammy's adventures,3.5420081967213113,ben stassen,"animation, kids"
a twelve year night,3.5541666666666667,álvaro brechner,"dramas, international movies"
a very country christmas,3.5953878406708597,justin g. dyck,"music & musicals, romantic movies"
a very murray christmas,3.5322265625,sofia coppola,"comedies, music & musicals"
a very special love,3.4969512195121952,cathy garcia-molina,"international movies, romantic movies"
a vigilante,3.5625,sarah daggar-nickson,"action, adventure, suspense"
a walk to remember,3.525531914893617,adam shankman,"dramas, romantic movies"
a war,3.563106796116505,tobias lindholm,"drama, international"
a way back home,3.516504854368932,b. t thomas,"dramas, international movies"
a wednesday,3.580578512396694,neeraj pandey,"action & adventure, dramas, international movies"
a week away,3.5622406639004147,roman white,"children & family movies, faith & spirituality, music & musicals"
a week in watts,3.4965277777777777,gregory caruso,documentaries
a werewolf in england,3.5372670807453415,charlie steeds,horror
a whisker away,3.5563063063063063,"junichi sato, tomotaka shibayama","anime features, children & family movies, international movies"
a wife's nightmare,3.51174168297456,vic sarin,"drama, suspense"
a witches' ball,3.531453362255965,justin g. dyck,children & family movies
a woman named jackie,3.5324675324675323,larry peerce,drama
a woman scorned: the betty broderick story: part i,3.485685071574642,dick lowry,"drama, suspense"
a wonderful christmas,3.5864811133200796,michael baez,"comedy, drama"
a world away,3.550595238095238,mark blanchard,"kids, science fiction"
a wrinkle in time,3.491683991683992,ava duvernay,"action-adventure, coming of age, family"
a year and change,3.5288248337028825,r. stephen suettinger,"comedy, drama"
a year in burgundy,3.5726315789473686,david kennard,"documentary, special interest"
a year in champagne,3.5719257540603246,david kennard,"documentary, special interest"
a year in port,3.441955193482688,david kennard,"documentary, special interest"
a yellow bird,3.546137339055794,k. rajagopal,"dramas, independent movies, international movies"
a-team: life after film school with joe carnahan,3.5961538461538463,20th century fox,"action, adventure, comedy"
a.c.o.d.,3.5672097759674135,stuart zicherman,"comedy, drama"
a.i.c.o.,3.546908315565032,kazuya murata,"anime series, international tv shows"
a.m.i.,3.4883474576271185,rusty nixon,horror movies
a.x.l.,3.5010416666666666,oliver daly,"action & adventure, children & family movies, independent movies"
aadai,3.5555555555555554,rathna kumar,suspense
aadar malik: stand up the musical,3.5459081836327346,neville shah,"arts, entertainment, and culture, international"
aadu 2,3.5721757322175733,midhun manuel thomas,"comedies, international movies"
aadu magaadra bujji,3.5755102040816324,krishnareddy gangadhasuu,"action, comedy, drama"
aagey se right,3.509375,indrajit nattoji,"comedies, international movies, music & musicals"
aaha kalyanam (telugu dubbed),3.4892008639308854,a gokul krishna,"comedy, international"
aaina,3.534736842105263,deepak sareen,"drama, international, romance"
aaja nachle,3.4989082969432315,anil mehta,drama
aajcha divas majha,3.651969981238274,chandrakant kulkarni,"comedies, dramas, international movies"
aakaasam nee haddhu ra (telugu),3.520408163265306,sudha kongara,"action, drama"
aakhri adaalat,3.567134268537074,rajiv mehra,"action & adventure, international movies"
aalas motaapa ghabraahat,3.49119373776908,omar iyer,comedy
aalo chhaya,3.6192842942345926,anasuya samanta,romance
aalorukkam,3.5873684210526315,v c abhilash,"dramas, independent movies, international movies"
aamchya sarkhe aamhich,3.4767441860465116,sachin pilgaonkar,comedy
aamhi doghi,3.5037664783427496,pratima joshi,"drama, international"
aamir,3.544397463002114,raj kumar gupta,"international movies, thrillers"
aangila padam,3.4611650485436893,kumaresh kumar,horror
aanum pennum,3.657608695652174,"venu, aashiq abu, jay k",drama
aapla manus,3.443064182194617,satish rajwade,"dramas, international movies, thrillers"
aarakshan,3.5387596899224807,prakash jha,"dramas, international movies"
aarohanam,3.4812889812889813,lakshmy ramakrishnan,drama
aaron loves angela,3.626201923076923,gordon parks jr.,"comedy, drama, romance"
aashayein,3.516472868217054,nagesh kukunoor,"dramas, international movies"
aashik awara,3.4568421052631577,umesh mehra,"dramas, international movies, music & musicals"
aashiqui,3.5257731958762886,mahesh bhatt,"drama, international, romance"
aashiqui 2,3.5385416666666667,mohit suri,"international, romance"
aata pita,3.5775280898876405,uttung shelar,"comedies, dramas, international movies"
aaviri,3.59830866807611,ravi babu,"horror movies, international movies, thrillers"
abandoned,3.4956709956709955,john laing,"action, suspense"
abandoned and deceived,3.542528735632184,joseph dougherty,drama
abby hatcher,3.5712890625,kyran kelly,kids' tv
abby sen,3.5442105263157893,atanu ghosh,"comedies, dramas, international movies"
abc ice cream cones with the luvbugz  learn the alphabet,3.5366876310272537,wilfred samson dedewo,"animation, kids"
abcd 2,3.521868787276342,remo d'souza,"dramas, international movies, music & musicals"
abcd: any body can dance,3.488752556237219,remo d'souza,"dramas, international movies"
abducted,3.5408653846153846,richard roy,"action, drama, suspense"
abducted in plain sight,3.5221518987341773,skye borgman,documentaries
abducted: the jocelyn shaker story,3.5886917960088693,conor allyn,suspense
"abdullah, the final witness",3.587701612903226,hashim nadeem khan,"dramas, international movies"
abhijan,3.5434782608695654,satyajit ray,drama
abhinetri,3.5432489451476794,a.l. vijay,horror
abhiyude katha anuvinteyum,3.481991525423729,b.r. vijayalakshmi,"drama, romance"
abhiyum anuvum,3.5798755186721993,b.r. vijayalakshmi,"drama, romance"
abilene town,3.506637168141593,edwin l. marin,western
ablaze,3.556083650190114,jim wynorski,"action, drama, suspense"
abnormal summit,3.497920997920998,"jung-ah im, seung-uk jo","international tv shows, korean tv shows, stand-up comedy & talk shows"
abominable christmas,3.4559748427672954,chad van de keere,"children & family movies, comedies"
about a boy,3.5836614173228347,"chris weitz, paul weitz","comedies, dramas, international movies"
about alex,3.4820717131474104,jesse zwick,"comedy, drama"
about hope,3.418831168831169,david d. dietrich,"comedy, drama"
about time,3.5589473684210526,richard curtis,"comedies, dramas, international movies"
above & beyond,3.5076923076923077,tim gray,documentary
absence of the good,3.513978494623656,john flynn,"action, suspense"
absolutely anything,3.4643584521384927,terry jones,"comedy, science fiction"
absurd accident,3.5712742980561556,li yuhe,"arthouse, comedy, drama"
abuses,3.4930966469428006,victor frad,"drama, romance"
abzurdah,3.45985401459854,daniela goggi,"dramas, international movies"
acapulco gold,3.4627329192546585,burt brinckerhoff,"action, drama, suspense"
acapulco la vida va,3.482824427480916,alfonso serrano maturino,"comedies, dramas, international movies"
accepted,3.5778443113772456,steve pink,comedies
accident,3.5149532710280376,dan tondowski,"action, suspense"
accident man,3.549060542797495,jesse v. johnson,"action, suspense"
accidental christmas,3.4594594594594597,fred olen ray,"comedy, kids"
accidentally engaged,3.6040772532188843,letia clouston,comedy
